"","Year","State","measure","data_item","unit","Domain","Domain.Category","Value"
"1261",2019,"NEW JERSEY","TAME"," "," MEASURED IN LB","TOTAL","NOT SPECIFIED","47,300,000"
"1262",2019,"NEW JERSEY","TAME"," "," MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED","5,090"
"1263",2019,"NEW JERSEY","TAME"," FRESH MARKET - PRODUCTION"," MEASURED IN $","TOTAL","NOT SPECIFIED","81,765,000"
"1264",2019,"NEW JERSEY","TAME"," FRESH MARKET - PRODUCTION"," MEASURED IN LB","TOTAL","NOT SPECIFIED","38,030,000"
"1265",2019,"NEW JERSEY","TAME"," NOT SOLD - PRODUCTION"," MEASURED IN LB","TOTAL","NOT SPECIFIED","1,230,000"
"1266",2019,"NEW JERSEY","TAME"," PROCESSING - PRODUCTION"," MEASURED IN $","TOTAL","NOT SPECIFIED","3,538,000"
"1267",2019,"NEW JERSEY","TAME"," PROCESSING - PRODUCTION"," MEASURED IN LB","TOTAL","NOT SPECIFIED","8,040,000"
"1268",2019,"NEW JERSEY","TAME"," UTILIZED - PRODUCTION"," MEASURED IN $","TOTAL","NOT SPECIFIED","85,303,000"
"1269",2019,"NEW JERSEY","TAME"," UTILIZED - PRODUCTION"," MEASURED IN LB","TOTAL","NOT SPECIFIED","46,070,000"
"1270",2019,"NORTH CAROLINA","BEARING"," "," MEASURED IN LB","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (AZOXYSTROBIN = 128810)","0"
"1271",2019,"NORTH CAROLINA","BEARING"," "," MEASURED IN LB","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (BACILLUS SUBTILIS = 6479)","0"
"1272",2019,"NORTH CAROLINA","BEARING"," "," MEASURED IN LB","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (CALCIUM POLYSULFIDE = 76702)","8,600"
"1273",2019,"NORTH CAROLINA","BEARING"," "," MEASURED IN LB","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (CAPTAN = 81301)","11,100"
"1274",2019,"NORTH CAROLINA","BEARING"," "," MEASURED IN LB","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (COPPER SULFATE = 24401)","0"
"1275",2019,"NORTH CAROLINA","BEARING"," "," MEASURED IN LB","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (CYPRODINIL = 288202)","0"
"1276",2019,"NORTH CAROLINA","BEARING"," "," MEASURED IN LB","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (DIFENOCONAZOLE = 128847)","0"
"1277",2019,"NORTH CAROLINA","BEARING"," "," MEASURED IN LB","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (DIMETHOMORPH = 268800)","0"
"1278",2019,"NORTH CAROLINA","BEARING"," "," MEASURED IN LB","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FENBUCONAZOLE = 129011)","800"
"1279",2019,"NORTH CAROLINA","BEARING"," "," MEASURED IN LB","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FLUDIOXONIL = 71503)","0"
"1280",2019,"NORTH CAROLINA","BEARING"," "," MEASURED IN LB","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FLUOPYRAM = 80302)","0"
"1281",2019,"NORTH CAROLINA","BEARING"," "," MEASURED IN LB","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (MANCOZEB = 14504)","0"
"1282",2019,"NORTH CAROLINA","BEARING"," "," MEASURED IN LB","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (METCONAZOLE = 125619)","0"
"1283",2019,"NORTH CAROLINA","BEARING"," "," MEASURED IN LB","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (MONO-POTASSIUM SALT = 76416)","0"
"1284",2019,"NORTH CAROLINA","BEARING"," "," MEASURED IN LB","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (PROPICONAZOLE = 122101)","1,300"
"1285",2019,"NORTH CAROLINA","BEARING"," "," MEASURED IN LB","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (PYRACLOSTROBIN = 99100)","0"
"1286",2019,"NORTH CAROLINA","BEARING"," "," MEASURED IN LB","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (PYRIMETHANIL = 288201)","0"
"1287",2019,"NORTH CAROLINA","BEARING"," "," MEASURED IN LB","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (TOTAL)","23,000"
"1288",2019,"NORTH CAROLINA","BEARING"," "," MEASURED IN LB","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (2,4-D, DIMETH. SALT = 30019)","0"
"1289",2019,"NORTH CAROLINA","BEARING"," "," MEASURED IN LB","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (CLETHODIM = 121011)","0"
"1290",2019,"NORTH CAROLINA","BEARING"," "," MEASURED IN LB","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (DIURON = 35505)","0"
"1291",2019,"NORTH CAROLINA","BEARING"," "," MEASURED IN LB","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (FLUMIOXAZIN = 129034)","800"
"1292",2019,"NORTH CAROLINA","BEARING"," "," MEASURED IN LB","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (GLUFOSINATE-AMMONIUM = 128850)","0"
"1293",2019,"NORTH CAROLINA","BEARING"," "," MEASURED IN LB","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (GLYPHOSATE ISO. SALT = 103601)","900"
"1294",2019,"NORTH CAROLINA","BEARING"," "," MEASURED IN LB","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (GLYPHOSATE POT. SALT = 103613)","0"
"1295",2019,"NORTH CAROLINA","BEARING"," "," MEASURED IN LB","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (HEXAZINONE = 107201)","1,600"
"1296",2019,"NORTH CAROLINA","BEARING"," "," MEASURED IN LB","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (MESOTRIONE = 122990)","0"
"1297",2019,"NORTH CAROLINA","BEARING"," "," MEASURED IN LB","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (ORYZALIN = 104201)","700"
"1298",2019,"NORTH CAROLINA","BEARING"," "," MEASURED IN LB","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (PARAQUAT = 61601)","200"
"1299",2019,"NORTH CAROLINA","BEARING"," "," MEASURED IN LB","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (SETHOXYDIM = 121001)","0"
"1300",2019,"NORTH CAROLINA","BEARING"," "," MEASURED IN LB","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (TERBACIL = 12701)","0"
"1301",2019,"NORTH CAROLINA","BEARING"," "," MEASURED IN LB","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (TOTAL)","6,500"
"1302",2019,"NORTH CAROLINA","BEARING"," "," MEASURED IN LB","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ACETAMIPRID = 99050)","0"
"1303",2019,"NORTH CAROLINA","BEARING"," "," MEASURED IN LB","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (BIFENTHRIN = 128825)","0"
"1304",2019,"NORTH CAROLINA","BEARING"," "," MEASURED IN LB","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CARBARYL = 56801)","0"
"1305",2019,"NORTH CAROLINA","BEARING"," "," MEASURED IN LB","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ESFENVALERATE = 109303)","200"
"1306",2019,"NORTH CAROLINA","BEARING"," "," MEASURED IN LB","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (FENPROPATHRIN = 127901)","1,200"
"1307",2019,"NORTH CAROLINA","BEARING"," "," MEASURED IN LB","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (MALATHION = 57701)","11,800"
"1308",2019,"NORTH CAROLINA","BEARING"," "," MEASURED IN LB","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (METHOMYL = 90301)","0"
"1309",2019,"NORTH CAROLINA","BEARING"," "," MEASURED IN LB","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (METHOXYFENOZIDE = 121027)","0"
"1310",2019,"NORTH CAROLINA","BEARING"," "," MEASURED IN LB","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (PHOSMET = 59201)","0"
"1311",2019,"NORTH CAROLINA","BEARING"," "," MEASURED IN LB","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (PYRETHRINS = 69001)","0"
"1312",2019,"NORTH CAROLINA","BEARING"," "," MEASURED IN LB","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (SPINETORAM = 110007)","0"
"1313",2019,"NORTH CAROLINA","BEARING"," "," MEASURED IN LB","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (SPINOSAD = 110003)","0"
"1314",2019,"NORTH CAROLINA","BEARING"," "," MEASURED IN LB","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (TOTAL)","14,900"
"1315",2019,"NORTH CAROLINA","BEARING"," "," MEASURED IN LB","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ZETA-CYPERMETHRIN = 129064)","200"
"1316",2019,"NORTH CAROLINA","BEARING"," "," MEASURED IN LB","CHEMICAL, OTHER","CHEMICAL, OTHER: (CYANAMID = 14002)","0"
"1317",2019,"NORTH CAROLINA","BEARING"," "," MEASURED IN LB","CHEMICAL, OTHER","CHEMICAL, OTHER: (GIBBERELLIC ACID = 43801)","0"
"1318",2019,"NORTH CAROLINA","BEARING"," "," MEASURED IN LB","CHEMICAL, OTHER","CHEMICAL, OTHER: (HYDROGEN PEROXIDE = 595)","0"
"1319",2019,"NORTH CAROLINA","BEARING"," "," MEASURED IN LB","CHEMICAL, OTHER","CHEMICAL, OTHER: (MINERAL OIL = 63502)","0"
"1320",2019,"NORTH CAROLINA","BEARING"," "," MEASURED IN LB","CHEMICAL, OTHER","CHEMICAL, OTHER: (REYNOUTRIA SACHALINE = 55809)","0"
"1321",2019,"NORTH CAROLINA","BEARING"," "," MEASURED IN LB","CHEMICAL, OTHER","CHEMICAL, OTHER: (TOTAL)","9,100"
"1322",2019,"NORTH CAROLINA","BEARING"," "," MEASURED IN LB","FERTILIZER","FERTILIZER: (NITROGEN)","437,000"
"1323",2019,"NORTH CAROLINA","BEARING"," "," MEASURED IN LB","FERTILIZER","FERTILIZER: (PHOSPHATE)","587,000"
"1324",2019,"NORTH CAROLINA","BEARING"," "," MEASURED IN LB","FERTILIZER","FERTILIZER: (POTASH)","331,000"
"1325",2019,"NORTH CAROLINA","BEARING"," "," MEASURED IN LB","FERTILIZER","FERTILIZER: (SULFUR)","0"
"1326",2019,"NORTH CAROLINA","BEARING"," "," MEASURED IN LB / ACRE / APPLICATION","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (AZOXYSTROBIN = 128810)","0"
"1327",2019,"NORTH CAROLINA","BEARING"," "," MEASURED IN LB / ACRE / APPLICATION","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (BACILLUS SUBTILIS = 6479)","0"
"1328",2019,"NORTH CAROLINA","BEARING"," "," MEASURED IN LB / ACRE / APPLICATION","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (CALCIUM POLYSULFIDE = 76702)","2.143"
"1329",2019,"NORTH CAROLINA","BEARING"," "," MEASURED IN LB / ACRE / APPLICATION","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (CAPTAN = 81301)","1.211"
"1330",2019,"NORTH CAROLINA","BEARING"," "," MEASURED IN LB / ACRE / APPLICATION","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (COPPER SULFATE = 24401)","0"
"1331",2019,"NORTH CAROLINA","BEARING"," "," MEASURED IN LB / ACRE / APPLICATION","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (CYPRODINIL = 288202)","0"
"1332",2019,"NORTH CAROLINA","BEARING"," "," MEASURED IN LB / ACRE / APPLICATION","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (DIFENOCONAZOLE = 128847)","0"
"1333",2019,"NORTH CAROLINA","BEARING"," "," MEASURED IN LB / ACRE / APPLICATION","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (DIMETHOMORPH = 268800)","0"
"1334",2019,"NORTH CAROLINA","BEARING"," "," MEASURED IN LB / ACRE / APPLICATION","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FENBUCONAZOLE = 129011)","0.093"
"1335",2019,"NORTH CAROLINA","BEARING"," "," MEASURED IN LB / ACRE / APPLICATION","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FLUDIOXONIL = 71503)","0"
"1336",2019,"NORTH CAROLINA","BEARING"," "," MEASURED IN LB / ACRE / APPLICATION","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FLUOPYRAM = 80302)","0"
"1337",2019,"NORTH CAROLINA","BEARING"," "," MEASURED IN LB / ACRE / APPLICATION","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (MANCOZEB = 14504)","0"
"1338",2019,"NORTH CAROLINA","BEARING"," "," MEASURED IN LB / ACRE / APPLICATION","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (METCONAZOLE = 125619)","0"
"1339",2019,"NORTH CAROLINA","BEARING"," "," MEASURED IN LB / ACRE / APPLICATION","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (MONO-POTASSIUM SALT = 76416)","0"
"1340",2019,"NORTH CAROLINA","BEARING"," "," MEASURED IN LB / ACRE / APPLICATION","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (PROPICONAZOLE = 122101)","0.149"
"1341",2019,"NORTH CAROLINA","BEARING"," "," MEASURED IN LB / ACRE / APPLICATION","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (PYRACLOSTROBIN = 99100)","0"
"1342",2019,"NORTH CAROLINA","BEARING"," "," MEASURED IN LB / ACRE / APPLICATION","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (PYRIMETHANIL = 288201)","0"
"1343",2019,"NORTH CAROLINA","BEARING"," "," MEASURED IN LB / ACRE / APPLICATION","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (2,4-D, DIMETH. SALT = 30019)","0"
"1344",2019,"NORTH CAROLINA","BEARING"," "," MEASURED IN LB / ACRE / APPLICATION","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (CLETHODIM = 121011)","0"
"1345",2019,"NORTH CAROLINA","BEARING"," "," MEASURED IN LB / ACRE / APPLICATION","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (DIURON = 35505)","0"
"1346",2019,"NORTH CAROLINA","BEARING"," "," MEASURED IN LB / ACRE / APPLICATION","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (FLUMIOXAZIN = 129034)","0.242"
"1347",2019,"NORTH CAROLINA","BEARING"," "," MEASURED IN LB / ACRE / APPLICATION","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (GLUFOSINATE-AMMONIUM = 128850)","0"
"1348",2019,"NORTH CAROLINA","BEARING"," "," MEASURED IN LB / ACRE / APPLICATION","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (GLYPHOSATE ISO. SALT = 103601)","0.702"
"1349",2019,"NORTH CAROLINA","BEARING"," "," MEASURED IN LB / ACRE / APPLICATION","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (GLYPHOSATE POT. SALT = 103613)","0"
"1350",2019,"NORTH CAROLINA","BEARING"," "," MEASURED IN LB / ACRE / APPLICATION","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (HEXAZINONE = 107201)","0.673"
"1351",2019,"NORTH CAROLINA","BEARING"," "," MEASURED IN LB / ACRE / APPLICATION","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (MESOTRIONE = 122990)","0"
"1352",2019,"NORTH CAROLINA","BEARING"," "," MEASURED IN LB / ACRE / APPLICATION","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (ORYZALIN = 104201)","2.099"
"1353",2019,"NORTH CAROLINA","BEARING"," "," MEASURED IN LB / ACRE / APPLICATION","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (PARAQUAT = 61601)","0.551"
"1354",2019,"NORTH CAROLINA","BEARING"," "," MEASURED IN LB / ACRE / APPLICATION","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (SETHOXYDIM = 121001)","0"
"1355",2019,"NORTH CAROLINA","BEARING"," "," MEASURED IN LB / ACRE / APPLICATION","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (TERBACIL = 12701)","0"
"1356",2019,"NORTH CAROLINA","BEARING"," "," MEASURED IN LB / ACRE / APPLICATION","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ACETAMIPRID = 99050)","0"
"1357",2019,"NORTH CAROLINA","BEARING"," "," MEASURED IN LB / ACRE / APPLICATION","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (BIFENTHRIN = 128825)","0"
"1358",2019,"NORTH CAROLINA","BEARING"," "," MEASURED IN LB / ACRE / APPLICATION","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CARBARYL = 56801)","0"
"1359",2019,"NORTH CAROLINA","BEARING"," "," MEASURED IN LB / ACRE / APPLICATION","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ESFENVALERATE = 109303)","0.041"
"1360",2019,"NORTH CAROLINA","BEARING"," "," MEASURED IN LB / ACRE / APPLICATION","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (FENPROPATHRIN = 127901)","0.3"
"1361",2019,"NORTH CAROLINA","BEARING"," "," MEASURED IN LB / ACRE / APPLICATION","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (MALATHION = 57701)","0.523"
"1362",2019,"NORTH CAROLINA","BEARING"," "," MEASURED IN LB / ACRE / APPLICATION","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (METHOMYL = 90301)","0"
"1363",2019,"NORTH CAROLINA","BEARING"," "," MEASURED IN LB / ACRE / APPLICATION","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (METHOXYFENOZIDE = 121027)","0"
"1364",2019,"NORTH CAROLINA","BEARING"," "," MEASURED IN LB / ACRE / APPLICATION","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (PHOSMET = 59201)","0"
"1365",2019,"NORTH CAROLINA","BEARING"," "," MEASURED IN LB / ACRE / APPLICATION","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (PYRETHRINS = 69001)","0"
"1366",2019,"NORTH CAROLINA","BEARING"," "," MEASURED IN LB / ACRE / APPLICATION","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (SPINETORAM = 110007)","0"
"1367",2019,"NORTH CAROLINA","BEARING"," "," MEASURED IN LB / ACRE / APPLICATION","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (SPINOSAD = 110003)","0"
"1368",2019,"NORTH CAROLINA","BEARING"," "," MEASURED IN LB / ACRE / APPLICATION","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ZETA-CYPERMETHRIN = 129064)","0.026"
"1369",2019,"NORTH CAROLINA","BEARING"," "," MEASURED IN LB / ACRE / APPLICATION","CHEMICAL, OTHER","CHEMICAL, OTHER: (CYANAMID = 14002)","0"
"1370",2019,"NORTH CAROLINA","BEARING"," "," MEASURED IN LB / ACRE / APPLICATION","CHEMICAL, OTHER","CHEMICAL, OTHER: (GIBBERELLIC ACID = 43801)","0"
"1371",2019,"NORTH CAROLINA","BEARING"," "," MEASURED IN LB / ACRE / APPLICATION","CHEMICAL, OTHER","CHEMICAL, OTHER: (HYDROGEN PEROXIDE = 595)","0"
"1372",2019,"NORTH CAROLINA","BEARING"," "," MEASURED IN LB / ACRE / APPLICATION","CHEMICAL, OTHER","CHEMICAL, OTHER: (MINERAL OIL = 63502)","0"
"1373",2019,"NORTH CAROLINA","BEARING"," "," MEASURED IN LB / ACRE / APPLICATION","CHEMICAL, OTHER","CHEMICAL, OTHER: (REYNOUTRIA SACHALINE = 55809)","0"
"1374",2019,"NORTH CAROLINA","BEARING"," "," MEASURED IN LB / ACRE / APPLICATION","FERTILIZER","FERTILIZER: (NITROGEN)","20"
"1375",2019,"NORTH CAROLINA","BEARING"," "," MEASURED IN LB / ACRE / APPLICATION","FERTILIZER","FERTILIZER: (PHOSPHATE)","28"
"1376",2019,"NORTH CAROLINA","BEARING"," "," MEASURED IN LB / ACRE / APPLICATION","FERTILIZER","FERTILIZER: (POTASH)","16"
"1377",2019,"NORTH CAROLINA","BEARING"," "," MEASURED IN LB / ACRE / APPLICATION","FERTILIZER","FERTILIZER: (SULFUR)","0"
"1378",2019,"NORTH CAROLINA","BEARING"," "," MEASURED IN LB / ACRE / YEAR","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (AZOXYSTROBIN = 128810)","0"
"1379",2019,"NORTH CAROLINA","BEARING"," "," MEASURED IN LB / ACRE / YEAR","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (BACILLUS SUBTILIS = 6479)","0"
"1380",2019,"NORTH CAROLINA","BEARING"," "," MEASURED IN LB / ACRE / YEAR","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (CALCIUM POLYSULFIDE = 76702)","2.235"
"1381",2019,"NORTH CAROLINA","BEARING"," "," MEASURED IN LB / ACRE / YEAR","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (CAPTAN = 81301)","2.722"
"1382",2019,"NORTH CAROLINA","BEARING"," "," MEASURED IN LB / ACRE / YEAR","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (COPPER SULFATE = 24401)","0"
"1383",2019,"NORTH CAROLINA","BEARING"," "," MEASURED IN LB / ACRE / YEAR","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (CYPRODINIL = 288202)","0"
"1384",2019,"NORTH CAROLINA","BEARING"," "," MEASURED IN LB / ACRE / YEAR","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (DIFENOCONAZOLE = 128847)","0"
"1385",2019,"NORTH CAROLINA","BEARING"," "," MEASURED IN LB / ACRE / YEAR","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (DIMETHOMORPH = 268800)","0"
"1386",2019,"NORTH CAROLINA","BEARING"," "," MEASURED IN LB / ACRE / YEAR","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FENBUCONAZOLE = 129011)","0.202"
"1387",2019,"NORTH CAROLINA","BEARING"," "," MEASURED IN LB / ACRE / YEAR","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FLUDIOXONIL = 71503)","0"
"1388",2019,"NORTH CAROLINA","BEARING"," "," MEASURED IN LB / ACRE / YEAR","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FLUOPYRAM = 80302)","0"
"1389",2019,"NORTH CAROLINA","BEARING"," "," MEASURED IN LB / ACRE / YEAR","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (MANCOZEB = 14504)","0"
"1390",2019,"NORTH CAROLINA","BEARING"," "," MEASURED IN LB / ACRE / YEAR","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (METCONAZOLE = 125619)","0"
"1391",2019,"NORTH CAROLINA","BEARING"," "," MEASURED IN LB / ACRE / YEAR","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (MONO-POTASSIUM SALT = 76416)","0"
"1392",2019,"NORTH CAROLINA","BEARING"," "," MEASURED IN LB / ACRE / YEAR","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (PROPICONAZOLE = 122101)","0.37"
"1393",2019,"NORTH CAROLINA","BEARING"," "," MEASURED IN LB / ACRE / YEAR","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (PYRACLOSTROBIN = 99100)","0"
"1394",2019,"NORTH CAROLINA","BEARING"," "," MEASURED IN LB / ACRE / YEAR","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (PYRIMETHANIL = 288201)","0"
"1395",2019,"NORTH CAROLINA","BEARING"," "," MEASURED IN LB / ACRE / YEAR","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (2,4-D, DIMETH. SALT = 30019)","0"
"1396",2019,"NORTH CAROLINA","BEARING"," "," MEASURED IN LB / ACRE / YEAR","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (CLETHODIM = 121011)","0"
"1397",2019,"NORTH CAROLINA","BEARING"," "," MEASURED IN LB / ACRE / YEAR","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (DIURON = 35505)","0"
"1398",2019,"NORTH CAROLINA","BEARING"," "," MEASURED IN LB / ACRE / YEAR","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (FLUMIOXAZIN = 129034)","0.253"
"1399",2019,"NORTH CAROLINA","BEARING"," "," MEASURED IN LB / ACRE / YEAR","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (GLUFOSINATE-AMMONIUM = 128850)","0"
"1400",2019,"NORTH CAROLINA","BEARING"," "," MEASURED IN LB / ACRE / YEAR","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (GLYPHOSATE ISO. SALT = 103601)","1.015"
"1401",2019,"NORTH CAROLINA","BEARING"," "," MEASURED IN LB / ACRE / YEAR","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (GLYPHOSATE POT. SALT = 103613)","0"
"1402",2019,"NORTH CAROLINA","BEARING"," "," MEASURED IN LB / ACRE / YEAR","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (HEXAZINONE = 107201)","0.673"
"1403",2019,"NORTH CAROLINA","BEARING"," "," MEASURED IN LB / ACRE / YEAR","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (MESOTRIONE = 122990)","0"
"1404",2019,"NORTH CAROLINA","BEARING"," "," MEASURED IN LB / ACRE / YEAR","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (ORYZALIN = 104201)","2.099"
"1405",2019,"NORTH CAROLINA","BEARING"," "," MEASURED IN LB / ACRE / YEAR","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (PARAQUAT = 61601)","0.551"
"1406",2019,"NORTH CAROLINA","BEARING"," "," MEASURED IN LB / ACRE / YEAR","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (SETHOXYDIM = 121001)","0"
"1407",2019,"NORTH CAROLINA","BEARING"," "," MEASURED IN LB / ACRE / YEAR","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (TERBACIL = 12701)","0"
"1408",2019,"NORTH CAROLINA","BEARING"," "," MEASURED IN LB / ACRE / YEAR","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ACETAMIPRID = 99050)","0"
"1409",2019,"NORTH CAROLINA","BEARING"," "," MEASURED IN LB / ACRE / YEAR","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (BIFENTHRIN = 128825)","0"
